records	Author	journal	year	type	NCR
1068	Yang, Fuquan	CELL RESEARCH	2011	Article	58
1068	Han, Jing-Dong J	CELL RESEARCH	2011	Article	58
1068	Zhou, Bing	CELL RESEARCH	2011	Article	58
1068	Chen, Ye-Guang	CELL RESEARCH	2011	Article	58
1069	Tong Man	CELL RESEARCH	2011	Letter	6
1069	Lv, Zhuo	CELL RESEARCH	2011	Letter	6
1069	Liu, Lei	CELL RESEARCH	2011	Letter	6
1069	Zhu, Hui	CELL RESEARCH	2011	Letter	6
1069	Zheng, Qin-Yuan	CELL RESEARCH	2011	Letter	6
1069	Zhao, Xiao-Yang	CELL RESEARCH	2011	Letter	6
1069	Li, Wei	CELL RESEARCH	2011	Letter	6
1069	Wu, Yi-Bo	CELL RESEARCH	2011	Letter	6
1069	Zhang, Hai-Jiang	CELL RESEARCH	2011	Letter	6
1069	Wu, Hua-Jun	CELL RESEARCH	2011	Letter	6
1069	Li, Zhi-Kun	CELL RESEARCH	2011	Letter	6
1069	Zeng, Fanyi	CELL RESEARCH	2011	Letter	6
1069	Wang, Liu	CELL RESEARCH	2011	Letter	6
1069	Wang, Xiu-Jie	CELL RESEARCH	2011	Letter	6
1069	Sha, Jia-Hao	CELL RESEARCH	2011	Letter	6
1069	Zhou, Qi	CELL RESEARCH	2011	Letter	6
1070	Liu HongJia	CHINESE SCIENCE BULLETIN	2011	Article	21
1070	Zheng HuaKun	CHINESE SCIENCE BULLETIN	2011	Article	21
1070	Wang Hua	CHINESE SCIENCE BULLETIN	2011	Article	21
1070	Guo Peng	CHINESE SCIENCE BULLETIN	2011	Article	21
1070	Zuo JianRu	CHINESE SCIENCE BULLETIN	2011	Article	21
1070	Tao YueZhi	CHINESE SCIENCE BULLETIN	2011	Article	21
1071	Speakman John	AMERICAN JOURNAL OF HUMAN BIOLOGY	2011	Book Review	1
1072	Li Haiwang	EUPHYTICA	2011	Article	50
1072	Zhao, Tuanjie	EUPHYTICA	2011	Article	50
1072	Wang, Yufeng	EUPHYTICA	2011	Article	50
1072	Yu, Deyue	EUPHYTICA	2011	Article	50
1072	Chen, Shouyi	EUPHYTICA	2011	Article	50
1072	Zhou, Ruibao	EUPHYTICA	2011	Article	50
1072	Gai, Junyi	EUPHYTICA	2011	Article	50
1073	Gao Jian	TISSUE ENGINEERING PART A	2011	Article	47
1073	Liu, Jianzhou	TISSUE ENGINEERING PART A	2011	Article	47
1073	Gao, Yuan	TISSUE ENGINEERING PART A	2011	Article	47
1073	Wang, Chao	TISSUE ENGINEERING PART A	2011	Article	47
1073	Zhao, Yannan	TISSUE ENGINEERING PART A	2011	Article	47
1073	Chen, Bing	TISSUE ENGINEERING PART A	2011	Article	47
1073	Xiao, Zhifeng	TISSUE ENGINEERING PART A	2011	Article	47
1073	Miao, Qi	TISSUE ENGINEERING PART A	2011	Article	47
1073	Dai, Jianwu	TISSUE ENGINEERING PART A	2011	Article	47
1074	Li Xinan	BIOMATERIALS	2011	Article	32
1074	Sun, Haixiang	BIOMATERIALS	2011	Article	32
1074	Lin, Nacheng	BIOMATERIALS	2011	Article	32
1074	Hou, Xianglin	BIOMATERIALS	2011	Article	32
1074	Wang, Jingmei	BIOMATERIALS	2011	Article	32
1074	Zhou, Bai	BIOMATERIALS	2011	Article	32
1074	Xu, Peizhen	BIOMATERIALS	2011	Article	32
1074	Xiao, Zhifeng	BIOMATERIALS	2011	Article	32
1074	Chen, Bing	BIOMATERIALS	2011	Article	32
1074	Dai, Jianwu	BIOMATERIALS	2011	Article	32
1074	Hu, Yali	BIOMATERIALS	2011	Article	32
1075	Lin Yu-ying	CHINESE MEDICAL JOURNAL	2011	Article	22
1075	Wei Ai-hua	CHINESE MEDICAL JOURNAL	2011	Article	22
1075	Zhou Zhi-yong	CHINESE MEDICAL JOURNAL	2011	Article	22
1075	Zhu Wei	CHINESE MEDICAL JOURNAL	2011	Article	22
1075	He Xin	CHINESE MEDICAL JOURNAL	2011	Article	22
1075	Lian Shi	CHINESE MEDICAL JOURNAL	2011	Article	22
1076	Chen Xiaoying	JOURNAL OF PLANT PHYSIOLOGY	2011	Article	49
1076	Li, Wei	JOURNAL OF PLANT PHYSIOLOGY	2011	Article	49
1076	Lu, Qingtao	JOURNAL OF PLANT PHYSIOLOGY	2011	Article	49
1076	Wen, Xiaogang	JOURNAL OF PLANT PHYSIOLOGY	2011	Article	49
1076	Li, Hongwei	JOURNAL OF PLANT PHYSIOLOGY	2011	Article	49
1076	Kuang, Tingyun	JOURNAL OF PLANT PHYSIOLOGY	2011	Article	49
1076	Li, Zhensheng	JOURNAL OF PLANT PHYSIOLOGY	2011	Article	49
1076	Lu, Congming	JOURNAL OF PLANT PHYSIOLOGY	2011	Article	49
1077	Xu Ran	DEVELOPMENT	2011	Article	57
1077	Li, Yunhai	DEVELOPMENT	2011	Article	57
1078	Zhang Yucui	JOURNAL OF HYDROLOGY	2011	Article	49
1078	Shen, Yanjun	JOURNAL OF HYDROLOGY	2011	Article	49
1078	Sun, Hongyong	JOURNAL OF HYDROLOGY	2011	Article	49
1078	Gates, John B	JOURNAL OF HYDROLOGY	2011	Article	49
1079	Liu Xigang	PLANT CELL	2011	Article	67
1079	Kim, Yun Ju	PLANT CELL	2011	Article	67
1079	Mueller, Ralf	PLANT CELL	2011	Article	67
1079	Yumul, Rae Eden	PLANT CELL	2011	Article	67
1079	Liu, Chunyan	PLANT CELL	2011	Article	67
1079	Pan, Yanyun	PLANT CELL	2011	Article	67
1079	Cao, Xiaofeng	PLANT CELL	2011	Article	67
1079	Goodrich, Justin	PLANT CELL	2011	Article	67
1079	Chena, Xuemei	PLANT CELL	2011	Article	67
1080	Liu Wei	PLANT CELL	2011	Article	57
1080	Kohlen, Wouter	PLANT CELL	2011	Article	57
1080	Lillo, Alessandra	PLANT CELL	2011	Article	57
1080	Op den Camp, Rik	PLANT CELL	2011	Article	57
1080	Ivanov, Sergey	PLANT CELL	2011	Article	57
1080	Hartog, Marijke	PLANT CELL	2011	Article	57
1080	Limpens, Erik	PLANT CELL	2011	Article	57
1080	Jamil, Muhammad	PLANT CELL	2011	Article	57
1080	Smaczniak, Cezary	PLANT CELL	2011	Article	57
1080	Kaufmann, Kerstin	PLANT CELL	2011	Article	57
1080	Yang, Wei-Cai	PLANT CELL	2011	Article	57
1080	Hooiveld, Guido J. E. J	PLANT CELL	2011	Article	57
1080	Charnikhova, Tatsiana	PLANT CELL	2011	Article	57
1080	Bouwmeester, Harro J	PLANT CELL	2011	Article	57
1080	Bisseling, Ton	PLANT CELL	2011	Article	57
1080	Geurts, Rene	PLANT CELL	2011	Article	57
1081	Wang Wei	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Wang, Li	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Chen, Chen	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Xiong, Guangyan	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Tan, Xiao-Yun	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Yang, Ke-Zhen	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Wang, Zi-Chen	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Zhou, Yihua	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Ye, De	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1081	Chen, Li-Qun	JOURNAL OF EXPERIMENTAL BOTANY	2011	Article	78
1082	Cui Jie	BIOSCIENCE REPORTS	2011	Article	33
1082	Yu, Mei	BIOSCIENCE REPORTS	2011	Article	33
1082	Niu, Jingwen	BIOSCIENCE REPORTS	2011	Article	33
1082	Yue, Zhenyu	BIOSCIENCE REPORTS	2011	Article	33
1082	Xu, Zhiheng	BIOSCIENCE REPORTS	2011	Article	33
1083	Hao Yu-Jun	PLANT JOURNAL	2011	Article	59
1083	Wei, Wei	PLANT JOURNAL	2011	Article	59
1083	Song, Qing-Xin	PLANT JOURNAL	2011	Article	59
1083	Chen, Hao-Wei	PLANT JOURNAL	2011	Article	59
1083	Zhang, Yu-Qin	PLANT JOURNAL	2011	Article	59
1083	Wang, Fang	PLANT JOURNAL	2011	Article	59
1083	Zou, Hong-Feng	PLANT JOURNAL	2011	Article	59
1083	Lei, Gang	PLANT JOURNAL	2011	Article	59
1083	Tian, Ai-Guo	PLANT JOURNAL	2011	Article	59
1083	Zhang, Wan-Ke	PLANT JOURNAL	2011	Article	59
1083	Ma, Biao	PLANT JOURNAL	2011	Article	59
1083	Zhang, Jin-Song	PLANT JOURNAL	2011	Article	59
1083	Chen, Shou-Yi	PLANT JOURNAL	2011	Article	59
1084	Korir Paul C	PLANT BREEDING	2011	Article	64
1084	Qi, Bo	PLANT BREEDING	2011	Article	64
1084	Wang, Yufeng	PLANT BREEDING	2011	Article	64
1084	Zhao, Tuanjie	PLANT BREEDING	2011	Article	64
1084	Yu, Deyue	PLANT BREEDING	2011	Article	64
1084	Chen, Shouyi	PLANT BREEDING	2011	Article	64
1084	Gai, Junyi	PLANT BREEDING	2011	Article	64
1085	Zhang Dongyuan	PLANT PHYSIOLOGY	2011	Article	58
1085	Zhou, Gongke	PLANT PHYSIOLOGY	2011	Article	58
1085	Liu, Bingbing	PLANT PHYSIOLOGY	2011	Article	58
1085	Kong, Yingzhen	PLANT PHYSIOLOGY	2011	Article	58
1085	Chen, Na	PLANT PHYSIOLOGY	2011	Article	58
1085	Qiu, Qiang	PLANT PHYSIOLOGY	2011	Article	58
1085	Yin, Hongju	PLANT PHYSIOLOGY	2011	Article	58
1085	An, Jiaxing	PLANT PHYSIOLOGY	2011	Article	58
1085	Zhang, Fang	PLANT PHYSIOLOGY	2011	Article	58
1085	Chen, Fan	PLANT PHYSIOLOGY	2011	Article	58
1086	Fu Xiuping	MOLECULAR BIOLOGY OF THE CELL	2011	Article	51
1086	Yang, Yanrui	MOLECULAR BIOLOGY OF THE CELL	2011	Article	51
1086	Xu, Chenchang	MOLECULAR BIOLOGY OF THE CELL	2011	Article	51
1086	Niu, Yang	MOLECULAR BIOLOGY OF THE CELL	2011	Article	51
1086	Chen, Tielin	MOLECULAR BIOLOGY OF THE CELL	2011	Article	51
1086	Zhou, Qin	MOLECULAR BIOLOGY OF THE CELL	2011	Article	51
1086	Liu, Jia-Jia	MOLECULAR BIOLOGY OF THE CELL	2011	Article	51
1087	Wang Yiping	PLANT JOURNAL	2011	Article	71
1087	Nishimura, Marc T	PLANT JOURNAL	2011	Article	71
1087	Zhao, Ting	PLANT JOURNAL	2011	Article	71
1087	Tang, Dingzhong	PLANT JOURNAL	2011	Article	71
1088	Lei Gang	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Shen, Ming	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Li, Zhi-Gang	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Zhang, Bo	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Duan, Kai-Xuan	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Wang, Ning	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Cao, Yang-Rong	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Zhang, Wan-Ke	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Ma, Biao	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Ling, Hong-Qing	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Chen, Shou-Yi	PLANT CELL AND ENVIRONMENT	2011	Article	76
1088	Zhang, Jin-Song	PLANT CELL AND ENVIRONMENT	2011	Article	76
1089	Zhang Jian	PROTEIN & CELL	2011	Article	35
1089	Teng, Chong	PROTEIN & CELL	2011	Article	35
1089	Liang, Yan	PROTEIN & CELL	2011	Article	35
1090	Feng Jia-Xun	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Cao, Lin	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Li, Juan	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Duan, Cheng-Jie	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Luo, Xue-Mei	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Le, Ning	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Wei, Haihong	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Liang, Shujia	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Chu, Chengcai	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Pan, Qinghua	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1090	Tang, Ji-Liang	EUROPEAN JOURNAL OF PLANT PATHOLOGY	2011	Article	44
1091	Lei Huimin	HYDROLOGICAL PROCESSES	2011	Article	55
1091	Yang, Dawen	HYDROLOGICAL PROCESSES	2011	Article	55
1091	Shen, Yanjun	HYDROLOGICAL PROCESSES	2011	Article	55
1091	Liu, Yu	HYDROLOGICAL PROCESSES	2011	Article	55
1091	Zhang, Yucui	HYDROLOGICAL PROCESSES	2011	Article	55
1092	Mao Ting	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Shao, Mengle	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Qiu, Yifu	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Huang, Jialiang	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Zhang, Yongliang	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Song, Bo	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Wang, Qiong	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Jiang, Lei	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Liu, Yi	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Han, Jing-Dong J	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Cao, Pengrong	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Li, Jia	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Gao, Xiang	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Rui, Liangyou	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Qi, Ling	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Li, Wenjun	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1092	Liu, Yong	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2011	Article	37
1093	Xu Wu	PLOS ONE	2011	Article	55
1093	Wang, Yingchun	PLOS ONE	2011	Article	55
1093	Taylor, Eric	PLOS ONE	2011	Article	55
1093	Laujac, Amelie	PLOS ONE	2011	Article	55
1093	Gao, Liyan	PLOS ONE	2011	Article	55
1093	Savikhin, Sergei	PLOS ONE	2011	Article	55
1093	Chitnis, Parag R	PLOS ONE	2011	Article	55
1094	Su Xiaohua	PLOS ONE	2011	Article	56
1094	Chu, Yanguang	PLOS ONE	2011	Article	56
1094	Li, Huan	PLOS ONE	2011	Article	56
1094	Hou, Yingjie	PLOS ONE	2011	Article	56
1094	Zhang, Bingyu	PLOS ONE	2011	Article	56
1094	Huang, Qinjun	PLOS ONE	2011	Article	56
1094	Hu, Zanmin	PLOS ONE	2011	Article	56
1094	Huang, Rongfeng	PLOS ONE	2011	Article	56
1094	Tian, Yingchuan	PLOS ONE	2011	Article	56
1095	Tabuchi Hiroaki	PLANT CELL	2011	Article	40
1095	Zhang, Yu	PLANT CELL	2011	Article	40
1095	Hattori, Susumu	PLANT CELL	2011	Article	40
1095	Omae, Minami	PLANT CELL	2011	Article	40
1095	Shimizu-Sato, Sae	PLANT CELL	2011	Article	40
1095	Oikawa, Tetsuo	PLANT CELL	2011	Article	40
1095	Qian, Qian	PLANT CELL	2011	Article	40
1095	Nishimura, Minoru	PLANT CELL	2011	Article	40
1095	Kitano, Hidemi	PLANT CELL	2011	Article	40
1095	Xie, He	PLANT CELL	2011	Article	40
1095	Fang, Xiaohua	PLANT CELL	2011	Article	40
1095	Yoshida, Hitoshi	PLANT CELL	2011	Article	40
1095	Kyozuka, Junko	PLANT CELL	2011	Article	40
1095	Chen, Fan	PLANT CELL	2011	Article	40
1095	Sato, Yutaka	PLANT CELL	2011	Article	40
1096	Li Hong-Ju	PLANT CELL	2011	Article	72
1096	Xue, Yong	PLANT CELL	2011	Article	72
1096	Jia, Dong-Jie	PLANT CELL	2011	Article	72
1096	Wang, Tong	PLANT CELL	2011	Article	72
1096	Shi, Dong-Qiao	PLANT CELL	2011	Article	72
1096	Liu, Jie	PLANT CELL	2011	Article	72
1096	Cui, Feng	PLANT CELL	2011	Article	72
1096	Xie, Qi	PLANT CELL	2011	Article	72
1096	Ye, De	PLANT CELL	2011	Article	72
1096	Yang, Wei-Cai	PLANT CELL	2011	Article	72
1097	Chen Qian	PLANT CELL	2011	Article	94
1097	Sun, Jiaqiang	PLANT CELL	2011	Article	94
1097	Zhai, Qingzhe	PLANT CELL	2011	Article	94
1097	Zhou, Wenkun	PLANT CELL	2011	Article	94
1097	Qi, Linlin	PLANT CELL	2011	Article	94
1097	Xu, Li	PLANT CELL	2011	Article	94
1097	Wang, Bao	PLANT CELL	2011	Article	94
1097	Chen, Rong	PLANT CELL	2011	Article	94
1097	Jiang, Hongling	PLANT CELL	2011	Article	94
1097	Qi, Jing	PLANT CELL	2011	Article	94
1097	Li, Xugang	PLANT CELL	2011	Article	94
1097	Palme, Klaus	PLANT CELL	2011	Article	94
1097	Li, Chuanyou	PLANT CELL	2011	Article	94
1098	Gao Zhenyu	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Zeng, Dali	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Cheng, Fangmin	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Tian, Zhixi	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Guo, Longbiao	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Su, Yan	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Yan, Meixian	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Jiang, Hua	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Dong, Guojun	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Huang, Yuchen	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Han, Bin	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Li, Jiayang	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1098	Qian, Qian	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2011	Article	29
1099	Zhao Weina	PLANT CELL TISSUE AND ORGAN CULTURE	2011	Article	50
1099	Zheng, Shusong	PLANT CELL TISSUE AND ORGAN CULTURE	2011	Article	50
1099	Ling, Hong-Qing	PLANT CELL TISSUE AND ORGAN CULTURE	2011	Article	50
1100	Brkljacic Jelena	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Grotewold, Erich	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Scholl, Randy	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Mockler, Todd	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Garvin, David F	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Vain, Philippe	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Brutnell, Thomas	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Sibout, Richard	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Bevan, Michael	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Budak, Hikmet	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Caicedo, Ana L	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Gao, Caixia	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Gu, Yong	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Hazen, Samuel P	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Holt, Ben F., III	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Hong, Shin-Young	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Jordan, Mark	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Manzaneda, Antonio J	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Mitchell-Olds, Thomas	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Mochida, Keiichi	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Mur, Luis A. J	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Park, Chung-Mo	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Sedbrook, John	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Watt, Michelle	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Zheng, Shao Jian	PLANT PHYSIOLOGY	2011	Editorial Material	48
1100	Vogel, John P	PLANT PHYSIOLOGY	2011	Editorial Material	48
1101	Ning Yuese	PLANT PHYSIOLOGY	2011	Article	64
1101	Jantasuriyarat, Chachawan	PLANT PHYSIOLOGY	2011	Article	64
1101	Zhao, Qingzhen	PLANT PHYSIOLOGY	2011	Article	64
1101	Zhang, Huawei	PLANT PHYSIOLOGY	2011	Article	64
1101	Chen, Songbiao	PLANT PHYSIOLOGY	2011	Article	64
1101	Liu, Jinling	PLANT PHYSIOLOGY	2011	Article	64
1101	Liu, Lijing	PLANT PHYSIOLOGY	2011	Article	64
1101	Tang, Sanyuan	PLANT PHYSIOLOGY	2011	Article	64
1101	Park, Chan Ho	PLANT PHYSIOLOGY	2011	Article	64
1101	Wang, Xuejun	PLANT PHYSIOLOGY	2011	Article	64
1101	Liu, Xionglun	PLANT PHYSIOLOGY	2011	Article	64
1101	Dai, Liangying	PLANT PHYSIOLOGY	2011	Article	64
1101	Xie, Qi	PLANT PHYSIOLOGY	2011	Article	64
1101	Wang, Guo-Liang	PLANT PHYSIOLOGY	2011	Article	64
1102	Zhang Xiaojuan	CELL CYCLE	2011	Article	42
1102	Yin, Qingqing	CELL CYCLE	2011	Article	42
1102	Ling, Youguo	CELL CYCLE	2011	Article	42
1102	Zhang, Yanhong	CELL CYCLE	2011	Article	42
1102	Ma, Runlin	CELL CYCLE	2011	Article	42
1102	Ma, Qingjun	CELL CYCLE	2011	Article	42
1102	Cao, Cheng	CELL CYCLE	2011	Article	42
1102	Zhong, Hui	CELL CYCLE	2011	Article	42
1102	Liu, Xuedong	CELL CYCLE	2011	Article	42
1102	Xu, Quanbin	CELL CYCLE	2011	Article	42
1103	Huang Jialiang	BIOINFORMATICS	2011	Article	8
1103	Liu, Yi	BIOINFORMATICS	2011	Article	8
1103	Zhang, Wei	BIOINFORMATICS	2011	Article	8
1103	Yu, Hong	BIOINFORMATICS	2011	Article	8
1103	Han, Jing-Dong J	BIOINFORMATICS	2011	Article	8
1104	Ahmad Ayaz	PLOS ONE	2011	Article	54
1104	Dong, Yuzhu	PLOS ONE	2011	Article	54
1104	Cao, Xiaofeng	PLOS ONE	2011	Article	54
1105	Jin Chunyu	CELL METABOLISM	2011	Article	61
1105	Li, Jing	CELL METABOLISM	2011	Article	61
1105	Green, Christopher D	CELL METABOLISM	2011	Article	61
1105	Yu, Xiaoming	CELL METABOLISM	2011	Article	61
1105	Tang, Xia	CELL METABOLISM	2011	Article	61
1105	Han, Dali	CELL METABOLISM	2011	Article	61
1105	Xian, Bo	CELL METABOLISM	2011	Article	61
1105	Wang, Dan	CELL METABOLISM	2011	Article	61
1105	Huang, Xinxin	CELL METABOLISM	2011	Article	61
1105	Cao, Xiongwen	CELL METABOLISM	2011	Article	61
1105	Yan, Zheng	CELL METABOLISM	2011	Article	61
1105	Hou, Lei	CELL METABOLISM	2011	Article	61
1105	Liu, Jiancheng	CELL METABOLISM	2011	Article	61
1105	Shukeir, Nicholas	CELL METABOLISM	2011	Article	61
1105	Khaitovich, Philipp	CELL METABOLISM	2011	Article	61
1105	Chen, Charlie D	CELL METABOLISM	2011	Article	61
1105	Zhang, Hong	CELL METABOLISM	2011	Article	61
1105	Jenuwein, Thomas	CELL METABOLISM	2011	Article	61
1105	Han, Jing-Dong J	CELL METABOLISM	2011	Article	61
1106	Gao Zhi	CHROMOSOME RESEARCH	2011	Article	32
1106	Fu, Shulan	CHROMOSOME RESEARCH	2011	Article	32
1106	Dong, Qianhua	CHROMOSOME RESEARCH	2011	Article	32
1106	Han, Fangpu	CHROMOSOME RESEARCH	2011	Article	32
1106	Birchler, James A	CHROMOSOME RESEARCH	2011	Article	32
1107	Zhao Na	GENOME	2011	Article	40
1107	Xu, Liying	GENOME	2011	Article	40
1107	Zhu, Bo	GENOME	2011	Article	40
1107	Li, Mingjiu	GENOME	2011	Article	40
1107	Zhang, Huakun	GENOME	2011	Article	40
1107	Qi, Bao	GENOME	2011	Article	40
1107	Xu, Chunming	GENOME	2011	Article	40
1107	Han, Fangpu	GENOME	2011	Article	40
1107	Liu, Bao	GENOME	2011	Article	40
1108	Chen Min	PLANT CELL	2011	Article	67
1108	Liu, Huili	PLANT CELL	2011	Article	67
1108	Kong, Jixiang	PLANT CELL	2011	Article	67
1108	Yang, Yali	PLANT CELL	2011	Article	67
1108	Zhang, Naichao	PLANT CELL	2011	Article	67
1108	Li, Ruijing	PLANT CELL	2011	Article	67
1108	Yue, Jianbin	PLANT CELL	2011	Article	67
1108	Huang, Jiaqing	PLANT CELL	2011	Article	67
1108	Li, Chuanyou	PLANT CELL	2011	Article	67
1108	Cheung, Alice Y	PLANT CELL	2011	Article	67
1108	Tao, Li-zhen	PLANT CELL	2011	Article	67
1109	Han Li Pu	RESEARCH ON CROPS	2011	Article	23
1109	Wang, Xiuling	RESEARCH ON CROPS	2011	Article	23
1109	Gu, Xingqiang	RESEARCH ON CROPS	2011	Article	23
1109	Rao, Manjunatha S	RESEARCH ON CROPS	2011	Article	23
1109	Steinberger, Yosef	RESEARCH ON CROPS	2011	Article	23
1109	Cheng, Xu	RESEARCH ON CROPS	2011	Article	23
1109	Xie, Guang Hui	RESEARCH ON CROPS	2011	Article	23
1110	Wei A	PIGMENT CELL & MELANOMA RESEARCH	2011	Meeting Abstract	0
1110	Wang, Y	PIGMENT CELL & MELANOMA RESEARCH	2011	Meeting Abstract	0
1110	Li, W	PIGMENT CELL & MELANOMA RESEARCH	2011	Meeting Abstract	0
