records	Author	journal	year	type	NCR
1	Xu Dan	CELL REPORTS	2014	Article	37
1	Zhang, Feng	CELL REPORTS	2014	Article	37
1	Wang, Yaqing	CELL REPORTS	2014	Article	37
1	Sun, Yiming	CELL REPORTS	2014	Article	37
1	Xu, Zhiheng	CELL REPORTS	2014	Article	37
2	Liu Lijun	MOLECULAR MEDICINE REPORTS	2014	Article	26
2	Yang, Xiangming	MOLECULAR MEDICINE REPORTS	2014	Article	26
2	Ni, Qianwei	MOLECULAR MEDICINE REPORTS	2014	Article	26
2	Xiao, Zhifeng	MOLECULAR MEDICINE REPORTS	2014	Article	26
2	Zhao, Yannan	MOLECULAR MEDICINE REPORTS	2014	Article	26
2	Han, Jin	MOLECULAR MEDICINE REPORTS	2014	Article	26
2	Sun, Moyi	MOLECULAR MEDICINE REPORTS	2014	Article	26
2	Chen, Bing	MOLECULAR MEDICINE REPORTS	2014	Article	26
3	Yang Yuping	INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE	2014	Article	26
3	Yu, Kaichao	INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE	2014	Article	26
3	Zhang, Hailu	INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE	2014	Article	26
3	Dai, Jianwu	INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE	2014	Article	26
3	Deng, Zongwu	INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE	2014	Article	26
4	Huang Shengjian	JOURNAL OF GENETICS AND GENOMICS	2014	Article	36
4	Cai, Ming	JOURNAL OF GENETICS AND GENOMICS	2014	Article	36
4	Zheng, Yinghui	JOURNAL OF GENETICS AND GENOMICS	2014	Article	36
4	Zhou, Longhai	JOURNAL OF GENETICS AND GENOMICS	2014	Article	36
4	Wang, Qiang	JOURNAL OF GENETICS AND GENOMICS	2014	Article	36
4	Chen, Liangbiao	JOURNAL OF GENETICS AND GENOMICS	2014	Article	36
5	Xu Yunfeng	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	Wang, Ruifang	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	Tong, Yiping	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	Zhao, Huatian	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	Xie, Qingen	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	Liu, Dongcheng	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	Zhang, Aimin	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	Li, Bin	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	Xu, Hongxing	THEORETICAL AND APPLIED GENETICS	2014	Article	49
5	An, Diaoguo	THEORETICAL AND APPLIED GENETICS	2014	Article	49
6	Xiang Jianxing	JOURNAL OF CLINICAL INVESTIGATION	2014	Article	67
6	Yang, Hao	JOURNAL OF CLINICAL INVESTIGATION	2014	Article	67
6	Zhao, Ting	JOURNAL OF CLINICAL INVESTIGATION	2014	Article	67
6	Sun, Miao	JOURNAL OF CLINICAL INVESTIGATION	2014	Article	67
6	Xu, Xingshun	JOURNAL OF CLINICAL INVESTIGATION	2014	Article	67
6	Zhou, Xin-Fu	JOURNAL OF CLINICAL INVESTIGATION	2014	Article	67
6	Li, Shi-Hua	JOURNAL OF CLINICAL INVESTIGATION	2014	Article	67
6	Li, Xiao-Jiang	JOURNAL OF CLINICAL INVESTIGATION	2014	Article	67
7	Gao Liyan	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Shen, Chunting	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Liao, Libing	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Huang, Xiahe	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Liu, Kehui	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Wang, Wei	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Guo, Lihai	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Jin, Wenhai	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Huang, Fang	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Xu, Wu	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
7	Wang, Yingchun	MOLECULAR & CELLULAR PROTEOMICS	2014	Article	62
8	Montoliu Lluis	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Gronskov, Karen	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Wei, Ai-Hua	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Martinez-Garcia, Monica	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Fernandez, Almudena	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Arveiler, Benoit	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Morice-Picard, Fanny	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Riazuddin, Saima	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Suzuki, Tamio	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Ahmed, Zubair M	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Rosenberg, Thomas	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
8	Li, Wei	PIGMENT CELL & MELANOMA RESEARCH	2014	Review	67
9	Speakman John R	BIOESSAYS	2014	Article	105
9	Garratt, Michael	BIOESSAYS	2014	Article	105
10	Elliott Kyle H	JOURNAL OF ANIMAL ECOLOGY	2014	Article	88
10	Le Vaillant, Maryline	JOURNAL OF ANIMAL ECOLOGY	2014	Article	88
10	Kato, Akiko	JOURNAL OF ANIMAL ECOLOGY	2014	Article	88
10	Gaston, Anthony J	JOURNAL OF ANIMAL ECOLOGY	2014	Article	88
10	Ropert-Coudert, Yan	JOURNAL OF ANIMAL ECOLOGY	2014	Article	88
10	Hare, James F	JOURNAL OF ANIMAL ECOLOGY	2014	Article	88
10	Speakman, John R	JOURNAL OF ANIMAL ECOLOGY	2014	Article	88
10	Croll, Donald	JOURNAL OF ANIMAL ECOLOGY	2014	Article	88
11	Liu Citao	PLANT MOLECULAR BIOLOGY	2014	Article	61
11	Mao, Bigang	PLANT MOLECULAR BIOLOGY	2014	Article	61
11	Ou, Shujun	PLANT MOLECULAR BIOLOGY	2014	Article	61
11	Wang, Wei	PLANT MOLECULAR BIOLOGY	2014	Article	61
11	Liu, Linchuan	PLANT MOLECULAR BIOLOGY	2014	Article	61
11	Wu, Yanbin	PLANT MOLECULAR BIOLOGY	2014	Article	61
11	Chu, Chengcai	PLANT MOLECULAR BIOLOGY	2014	Article	61
11	Wang, Xiping	PLANT MOLECULAR BIOLOGY	2014	Article	61
12	Jiang Liang	NATURE	2013	Article	50
12	Liu, Xue	NATURE	2013	Article	50
12	Xiong, Guosheng	NATURE	2013	Article	50
12	Liu, Huihui	NATURE	2013	Article	50
12	Chen, Fulu	NATURE	2013	Article	50
12	Wang, Lei	NATURE	2013	Article	50
12	Meng, Xiangbing	NATURE	2013	Article	50
12	Liu, Guifu	NATURE	2013	Article	50
12	Yu, Hong	NATURE	2013	Article	50
12	Yuan, Yundong	NATURE	2013	Article	50
12	Yi, Wei	NATURE	2013	Article	50
12	Zhao, Lihua	NATURE	2013	Article	50
12	Ma, Honglei	NATURE	2013	Article	50
12	He, Yuanzheng	NATURE	2013	Article	50
12	Wu, Zhongshan	NATURE	2013	Article	50
12	Melcher, Karsten	NATURE	2013	Article	50
12	Qian, Qian	NATURE	2013	Article	50
12	Xu, H. Eric	NATURE	2013	Article	50
12	Wang, Yonghong	NATURE	2013	Article	50
12	Li, Jiayang	NATURE	2013	Article	50
13	Zhou Feng	NATURE	2013	Article	50
13	Lin, Qibing	NATURE	2013	Article	50
13	Zhu, Lihong	NATURE	2013	Article	50
13	Ren, Yulong	NATURE	2013	Article	50
13	Zhou, Kunneng	NATURE	2013	Article	50
13	Shabek, Nitzan	NATURE	2013	Article	50
13	Wu, Fuqing	NATURE	2013	Article	50
13	Mao, Haibin	NATURE	2013	Article	50
13	Dong, Wei	NATURE	2013	Article	50
13	Gan, Lu	NATURE	2013	Article	50
13	Ma, Weiwei	NATURE	2013	Article	50
13	Gao, He	NATURE	2013	Article	50
13	Chen, Jun	NATURE	2013	Article	50
13	Yang, Chao	NATURE	2013	Article	50
13	Wang, Dan	NATURE	2013	Article	50
13	Tan, Junjie	NATURE	2013	Article	50
13	Zhang, Xin	NATURE	2013	Article	50
13	Guo, Xiuping	NATURE	2013	Article	50
13	Wang, Jiulin	NATURE	2013	Article	50
13	Jiang, Ling	NATURE	2013	Article	50
13	Liu, Xi	NATURE	2013	Article	50
13	Chen, Weiqi	NATURE	2013	Article	50
13	Chu, Jinfang	NATURE	2013	Article	50
13	Yan, Cunyu	NATURE	2013	Article	50
13	Ueno, Kotomi	NATURE	2013	Article	50
13	Ito, Shinsaku	NATURE	2013	Article	50
13	Asami, Tadao	NATURE	2013	Article	50
13	Cheng, Zhijun	NATURE	2013	Article	50
13	Wang, Jie	NATURE	2013	Article	50
13	Lei, Cailin	NATURE	2013	Article	50
13	Zhai, Huqu	NATURE	2013	Article	50
13	Wu, Chuanyin	NATURE	2013	Article	50
13	Wang, Haiyang	NATURE	2013	Article	50
13	Zheng, Ning	NATURE	2013	Article	50
13	Wan, Jianmin	NATURE	2013	Article	50
14	Birchler James A	FRONTIERS IN PLANT SCIENCE	2013	Review	24
14	Han, Fangpu	FRONTIERS IN PLANT SCIENCE	2013	Review	24
15	Yue Minghui	PLOS ONE	2013	Article	55
15	Li, Qiuling	PLOS ONE	2013	Article	55
15	Zhang, Ya	PLOS ONE	2013	Article	55
15	Zhao, Yan	PLOS ONE	2013	Article	55
15	Zhang, Zhaoliang	PLOS ONE	2013	Article	55
15	Bao, Shilai	PLOS ONE	2013	Article	55
16	Long Wenbo	PLOS ONE	2013	Article	37
16	Li, Ye	PLOS ONE	2013	Article	37
16	Zhou, Wenjuan	PLOS ONE	2013	Article	37
16	Ling, Hong-Qing	PLOS ONE	2013	Article	37
16	Zheng, Shusong	PLOS ONE	2013	Article	37
17	Yang Zhu	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Guo, Guangyu	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Zhang, Manyu	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Liu, Claire Y	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Hu, Qin	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Lam, Henry	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Cheng, Han	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Xue, Yu	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Li, Jiayang	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
17	Li, Ning	MOLECULAR & CELLULAR PROTEOMICS	2013	Article	105
18	Yan Liuhua	PLOS GENETICS	2013	Article	88
18	Zhai, Qingzhe	PLOS GENETICS	2013	Article	88
18	Wei, Jianing	PLOS GENETICS	2013	Article	88
18	Li, Shuyu	PLOS GENETICS	2013	Article	88
18	Wang, Bao	PLOS GENETICS	2013	Article	88
18	Huang, Tingting	PLOS GENETICS	2013	Article	88
18	Du, Minmin	PLOS GENETICS	2013	Article	88
18	Sun, Jiaqiang	PLOS GENETICS	2013	Article	88
18	Kang, Le	PLOS GENETICS	2013	Article	88
18	Li, Chang-Bao	PLOS GENETICS	2013	Article	88
18	Li, Chuanyou	PLOS GENETICS	2013	Article	88
19	Skibiel Amy L	FUNCTIONAL ECOLOGY	2013	Article	78
19	Speakman, John R	FUNCTIONAL ECOLOGY	2013	Article	78
19	Hood, Wendy R	FUNCTIONAL ECOLOGY	2013	Article	78
20	Jung Yewon	CANCER RESEARCH	2013	Article	50
20	Abdel-Fatah, Tarek M. A	CANCER RESEARCH	2013	Article	50
20	Chan, Stephen Y. T	CANCER RESEARCH	2013	Article	50
20	Nolan, Christopher C	CANCER RESEARCH	2013	Article	50
20	Green, Andrew R	CANCER RESEARCH	2013	Article	50
20	Ellis, Ian O	CANCER RESEARCH	2013	Article	50
20	Li, Lili	CANCER RESEARCH	2013	Article	50
20	Huang, Baiqu	CANCER RESEARCH	2013	Article	50
20	Lu, Jun	CANCER RESEARCH	2013	Article	50
20	Xu, Bing	CANCER RESEARCH	2013	Article	50
20	Chen, Longxin	CANCER RESEARCH	2013	Article	50
20	Ma, Runlin Z	CANCER RESEARCH	2013	Article	50
20	Zhang, Min	CANCER RESEARCH	2013	Article	50
20	Wang, Jingru	CANCER RESEARCH	2013	Article	50
20	Wu, ZhengSheng	CANCER RESEARCH	2013	Article	50
20	Zhu, Tao	CANCER RESEARCH	2013	Article	50
20	Perry, Jo K	CANCER RESEARCH	2013	Article	50
20	Lobie, Peter E	CANCER RESEARCH	2013	Article	50
20	Liu, Dong-Xu	CANCER RESEARCH	2013	Article	50
21	Han Rongcheng	JOURNAL OF GENETICS AND GENOMICS	2013	Review	140
21	Li, Zhenghong	JOURNAL OF GENETICS AND GENOMICS	2013	Review	140
21	Fan, Yanyan	JOURNAL OF GENETICS AND GENOMICS	2013	Review	140
21	Jiang, Yuqiang	JOURNAL OF GENETICS AND GENOMICS	2013	Review	140
22	Han Lipu	ECOLOGICAL ENGINEERING	2013	Article	29
22	Liu, Huitao	ECOLOGICAL ENGINEERING	2013	Article	29
22	Yu, Shuhui	ECOLOGICAL ENGINEERING	2013	Article	29
22	Wang, Wenhui	ECOLOGICAL ENGINEERING	2013	Article	29
22	Liu, Jintong	ECOLOGICAL ENGINEERING	2013	Article	29
23	Wang Yanfang	ECOHYDROLOGY	2013	Article	49
23	Shen, Yanjun	ECOHYDROLOGY	2013	Article	49
23	Chen, Yaning	ECOHYDROLOGY	2013	Article	49
23	Guo, Ying	ECOHYDROLOGY	2013	Article	49
24	Zhang Yucui	ECOHYDROLOGY	2013	Article	40
24	Shen, Yanjun	ECOHYDROLOGY	2013	Article	40
24	Chen, Yaning	ECOHYDROLOGY	2013	Article	40
24	Wang, Yun	ECOHYDROLOGY	2013	Article	40
25	Wu Ying	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Review	182
25	Zhou, Jian-Min	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Review	182
26	Fletcher Quinn E	OECOLOGIA	2013	Article	95
26	Landry-Cuerrier, Manuelle	OECOLOGIA	2013	Article	95
26	Boutin, Stan	OECOLOGIA	2013	Article	95
26	McAdam, Andrew G	OECOLOGIA	2013	Article	95
26	Speakman, John R	OECOLOGIA	2013	Article	95
26	Humphries, Murray M	OECOLOGIA	2013	Article	95
27	Zhou Wei	PEDOSPHERE	2013	Article	44
27	Hu Chun-Sheng	PEDOSPHERE	2013	Article	44
27	Li Ji	PEDOSPHERE	2013	Article	44
27	Christie, P	PEDOSPHERE	2013	Article	44
27	He Xin-Hua	PEDOSPHERE	2013	Article	44
27	Ju Xiao-Tang	PEDOSPHERE	2013	Article	44
28	Chen Li-Juan	PLANT PHYSIOLOGY	2013	Article	67
28	Wuriyanghan, Hada	PLANT PHYSIOLOGY	2013	Article	67
28	Zhang, Yu-Qin	PLANT PHYSIOLOGY	2013	Article	67
28	Duan, Kai-Xuan	PLANT PHYSIOLOGY	2013	Article	67
28	Chen, Hao-Wei	PLANT PHYSIOLOGY	2013	Article	67
28	Li, Qing-Tian	PLANT PHYSIOLOGY	2013	Article	67
28	Lu, Xiang	PLANT PHYSIOLOGY	2013	Article	67
28	He, Si-Jie	PLANT PHYSIOLOGY	2013	Article	67
28	Ma, Biao	PLANT PHYSIOLOGY	2013	Article	67
28	Zhang, Wan-Ke	PLANT PHYSIOLOGY	2013	Article	67
28	Lin, Qing	PLANT PHYSIOLOGY	2013	Article	67
28	Chen, Shou-Yi	PLANT PHYSIOLOGY	2013	Article	67
28	Zhang, Jin-Song	PLANT PHYSIOLOGY	2013	Article	67
29	Peng Hai	SCIENCE CHINA-LIFE SCIENCES	2013	Article	41
29	Jiang GuangHuai	SCIENCE CHINA-LIFE SCIENCES	2013	Article	41
29	Zhang Jing	SCIENCE CHINA-LIFE SCIENCES	2013	Article	41
29	Zhang Weixiong	SCIENCE CHINA-LIFE SCIENCES	2013	Article	41
29	Zhai WenXue	SCIENCE CHINA-LIFE SCIENCES	2013	Article	41
30	Luan WeiJiang	SCIENCE CHINA-LIFE SCIENCES	2013	Article	62
30	Shen Ao	SCIENCE CHINA-LIFE SCIENCES	2013	Article	62
30	Jin ZhiPing	SCIENCE CHINA-LIFE SCIENCES	2013	Article	62
30	Song SuSheng	SCIENCE CHINA-LIFE SCIENCES	2013	Article	62
30	Li ZhengLong	SCIENCE CHINA-LIFE SCIENCES	2013	Article	62
30	Sha AiHua	SCIENCE CHINA-LIFE SCIENCES	2013	Article	62
31	Valencak Teresa G	JOURNAL OF EXPERIMENTAL BIOLOGY	2013	Article	48
31	Wright, Paul	JOURNAL OF EXPERIMENTAL BIOLOGY	2013	Article	48
31	Weir, Ashleigh	JOURNAL OF EXPERIMENTAL BIOLOGY	2013	Article	48
31	Mitchell, Sharon E	JOURNAL OF EXPERIMENTAL BIOLOGY	2013	Article	48
31	Vaanholt, Lobke M	JOURNAL OF EXPERIMENTAL BIOLOGY	2013	Article	48
31	Hambly, Catherine	JOURNAL OF EXPERIMENTAL BIOLOGY	2013	Article	48
31	Krol, Elzbieta	JOURNAL OF EXPERIMENTAL BIOLOGY	2013	Article	48
31	Speakman, John R	JOURNAL OF EXPERIMENTAL BIOLOGY	2013	Article	48
32	Zhao Feng	GENE	2013	Article	22
32	Li, Qiuying	GENE	2013	Article	22
32	Weng, Manli	GENE	2013	Article	22
32	Wang, Xiuliang	GENE	2013	Article	22
32	Guo, Baotai	GENE	2013	Article	22
32	Wang, Li	GENE	2013	Article	22
32	Wang, Wei	GENE	2013	Article	22
32	Duan, Delin	GENE	2013	Article	22
32	Wang, Bin	GENE	2013	Article	22
33	Pang Zhiqian	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Zhou, Zhuangzhi	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Yin, Dedong	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Lv, Qiming	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Wang, Lixiang	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Xu, Xiao	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Wang, Jing	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Li, Xiaobing	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Zhao, Xianfeng	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Jiang, Guanghuai	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Lan, Jinping	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Zhu, Lihuang	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Hu, Songnian	JOURNAL OF PLANT BIOLOGY	2013	Article	44
33	Liu, Guozhen	JOURNAL OF PLANT BIOLOGY	2013	Article	44
34	Wood Kevin A	OIKOS	2013	Article	48
34	Stillman, Richard A	OIKOS	2013	Article	48
34	Wheeler, Dave	OIKOS	2013	Article	48
34	Groves, Steve	OIKOS	2013	Article	48
34	Hambly, Catherine	OIKOS	2013	Article	48
34	Speakman, John R	OIKOS	2013	Article	48
34	Daunt, Francis	OIKOS	2013	Article	48
34	O'Hare, Matthew T	OIKOS	2013	Article	48
35	Valencak Teresa G	AGE	2013	Article	44
35	Ruf, Thomas	AGE	2013	Article	44
36	Yang Chunhua	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Li, Dayong	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Mao, Donghai	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Liu, Xue	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Ji, Chengjun	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Li, Xiaobing	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Zhao, Xianfeng	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Cheng, Zhukuan	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Chen, Caiyan	PLANT CELL AND ENVIRONMENT	2013	Article	61
36	Zhu, Lihuang	PLANT CELL AND ENVIRONMENT	2013	Article	61
37	Zhang Huakun	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Bian, Yao	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Gou, Xiaowan	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Dong, Yuzhu	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Rustgi, Sachin	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Zhang, Bangjiao	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Xu, Chunming	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Li, Ning	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Qi, Bao	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Han, Fangpu	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	von Wettstein, Diter	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
37	Liu, Bao	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2013	Article	36
38	Wang Benquan	OPTICS LETTERS	2013	Article	29
38	Lu, Rongwen	OPTICS LETTERS	2013	Article	29
38	Zhang, Qiuxiang	OPTICS LETTERS	2013	Article	29
38	Jiang, Yuqiang	OPTICS LETTERS	2013	Article	29
38	Yao, Xincheng	OPTICS LETTERS	2013	Article	29
39	Dai Guang-ming	CHINESE MEDICAL JOURNAL	2013	Article	24
39	Zhang Zhi-guo	CHINESE MEDICAL JOURNAL	2013	Article	24
39	Ding Peng-ju	CHINESE MEDICAL JOURNAL	2013	Article	24
39	Zhang Qian	CHINESE MEDICAL JOURNAL	2013	Article	24
39	Wang Li	CHINESE MEDICAL JOURNAL	2013	Article	24
39	Wang Li-xia	CHINESE MEDICAL JOURNAL	2013	Article	24
39	van Soolingen, Dick	CHINESE MEDICAL JOURNAL	2013	Article	24
39	Huang Hai-rong	CHINESE MEDICAL JOURNAL	2013	Article	24
39	Li Wei-min	CHINESE MEDICAL JOURNAL	2013	Article	24
39	Li Chuan-you	CHINESE MEDICAL JOURNAL	2013	Article	24
40	Zhu Ya-Na	PLOS ONE	2013	Article	95
40	Shi, Dong-Qiao	PLOS ONE	2013	Article	95
40	Ruan, Meng-Bin	PLOS ONE	2013	Article	95
40	Zhang, Li-Li	PLOS ONE	2013	Article	95
40	Meng, Zhao-Hong	PLOS ONE	2013	Article	95
40	Liu, Jie	PLOS ONE	2013	Article	95
40	Yang, Wei-Cai	PLOS ONE	2013	Article	95
41	Zhao Nan	CRITICAL REVIEWS IN PLANT SCIENCES	2013	Review	106
41	Wang, Guodong	CRITICAL REVIEWS IN PLANT SCIENCES	2013	Review	106
41	Norris, Ayla	CRITICAL REVIEWS IN PLANT SCIENCES	2013	Review	106
41	Chen, Xinlu	CRITICAL REVIEWS IN PLANT SCIENCES	2013	Review	106
41	Chen, Feng	CRITICAL REVIEWS IN PLANT SCIENCES	2013	Review	106
42	Liang Yan	PLOS GENETICS	2013	Article	42
42	Tan, Ze-Min	PLOS GENETICS	2013	Article	42
42	Zhu, Lei	PLOS GENETICS	2013	Article	42
42	Niu, Qian-Kun	PLOS GENETICS	2013	Article	42
42	Zhou, Jing-Jing	PLOS GENETICS	2013	Article	42
42	Li, Meng	PLOS GENETICS	2013	Article	42
42	Chen, Li-Qun	PLOS GENETICS	2013	Article	42
42	Zhang, Xue-Qin	PLOS GENETICS	2013	Article	42
42	Ye, De	PLOS GENETICS	2013	Article	42
43	Wu Liang	PLANT CELL	2013	Article	67
43	Liu, Dongfeng	PLANT CELL	2013	Article	67
43	Wu, Jiajie	PLANT CELL	2013	Article	67
43	Zhang, Rongzhi	PLANT CELL	2013	Article	67
43	Qin, Zhengrui	PLANT CELL	2013	Article	67
43	Liu, Danmei	PLANT CELL	2013	Article	67
43	Li, Aili	PLANT CELL	2013	Article	67
43	Fu, Daolin	PLANT CELL	2013	Article	67
43	Zhai, Wenxue	PLANT CELL	2013	Article	67
43	Mao, Long	PLANT CELL	2013	Article	67
44	Yu Xin	PLANT CELL	2013	Article	83
44	Pasternak, Taras	PLANT CELL	2013	Article	83
44	Eiblmeier, Monika	PLANT CELL	2013	Article	83
44	Ditengou, Franck	PLANT CELL	2013	Article	83
44	Kochersperger, Philip	PLANT CELL	2013	Article	83
44	Sun, Jiaqiang	PLANT CELL	2013	Article	83
44	Wang, Hui	PLANT CELL	2013	Article	83
44	Rennenberg, Heinz	PLANT CELL	2013	Article	83
44	Teale, William	PLANT CELL	2013	Article	83
44	Paponov, Ivan	PLANT CELL	2013	Article	83
44	Zhou, Wenkun	PLANT CELL	2013	Article	83
44	Li, Chuanyou	PLANT CELL	2013	Article	83
44	Li, Xugang	PLANT CELL	2013	Article	83
44	Palme, Klaus	PLANT CELL	2013	Article	83
45	Li Aixia	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Yang, Wenlong	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Lou, Xueyuan	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Liu, Dongcheng	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Sun, Jiazhu	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Guo, Xiaoli	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Wang, Jing	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Li, Yiwen	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Zhan, Kehui	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Ling, Hong-Qing	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
45	Zhang, Aimin	JOURNAL OF INTEGRATIVE PLANT BIOLOGY	2013	Article	44
46	Ma Biao	MOLECULAR PLANT	2013	Article	86
46	He, Si-Jie	MOLECULAR PLANT	2013	Article	86
46	Duan, Kai-Xuan	MOLECULAR PLANT	2013	Article	86
46	Yin, Cui-Cui	MOLECULAR PLANT	2013	Article	86
46	Chen, Hui	MOLECULAR PLANT	2013	Article	86
46	Yang, Chao	MOLECULAR PLANT	2013	Article	86
46	Xiong, Qing	MOLECULAR PLANT	2013	Article	86
46	Song, Qing-Xin	MOLECULAR PLANT	2013	Article	86
46	Lu, Xiang	MOLECULAR PLANT	2013	Article	86
46	Chen, Hao-Wei	MOLECULAR PLANT	2013	Article	86
46	Zhang, Wan-Ke	MOLECULAR PLANT	2013	Article	86
46	Lu, Tie-Gang	MOLECULAR PLANT	2013	Article	86
46	Chen, Shou-Yi	MOLECULAR PLANT	2013	Article	86
